workerid,noun,gender,nounclass,slide_number,predicate2,predicate1,class2,response,class1,test1,dialect,test3,lived,language,enjoyment,gender,age,describe,comments,years,proficiency,asses,test2,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,fan,feminine,furniture,3,green,rotten,color,0.72,age,correct,levantine,correct,no,,0,Male,24,arabic-arabic,NICE,1,intermediate,NA,incorrect,1,Windows,768,1366,Chrome,3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:16 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:16 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3KIBXJ1WD6QBPBXUJTEZJI0RHJRKOH,0,Approved,Fri Feb 15 01:21:49 PST 2019,Thu Feb 14 08:39:21 PST 2019,Thu Feb 14 08:41:49 PST 2019,Fri Feb 15 01:22:20 PST 2019,,,,,[],2.2847166666666667
0,banana,feminine,food,4,purple,soft,color,0.76,texture,correct,levantine,correct,no,,0,Male,24,arabic-arabic,NICE,1,intermediate,NA,incorrect,1,Windows,768,1366,Chrome,3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:16 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:16 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3KIBXJ1WD6QBPBXUJTEZJI0RHJRKOH,0,Approved,Fri Feb 15 01:21:49 PST 2019,Thu Feb 14 08:39:21 PST 2019,Thu Feb 14 08:41:49 PST 2019,Fri Feb 15 01:22:20 PST 2019,,,,,[],2.2847166666666667
0,cheese,masculine,food,5,hard,huge,texture,0.78,size,correct,levantine,correct,no,,0,Male,24,arabic-arabic,NICE,1,intermediate,NA,incorrect,1,Windows,768,1366,Chrome,3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:16 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:16 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3KIBXJ1WD6QBPBXUJTEZJI0RHJRKOH,0,Approved,Fri Feb 15 01:21:49 PST 2019,Thu Feb 14 08:39:21 PST 2019,Thu Feb 14 08:41:49 PST 2019,Fri Feb 15 01:22:20 PST 2019,,,,,[],2.2847166666666667
0,fan,feminine,furniture,6,long,fresh,size,0.72,age,correct,levantine,correct,no,,0,Male,24,arabic-arabic,NICE,1,intermediate,NA,incorrect,1,Windows,768,1366,Chrome,3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:16 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:16 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3KIBXJ1WD6QBPBXUJTEZJI0RHJRKOH,0,Approved,Fri Feb 15 01:21:49 PST 2019,Thu Feb 14 08:39:21 PST 2019,Thu Feb 14 08:41:49 PST 2019,Fri Feb 15 01:22:20 PST 2019,,,,,[],2.2847166666666667
0,TV,masculine,furniture,7,smooth,metal,texture,0.6,material,correct,levantine,correct,no,,0,Male,24,arabic-arabic,NICE,1,intermediate,NA,incorrect,1,Windows,768,1366,Chrome,3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:16 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:16 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3KIBXJ1WD6QBPBXUJTEZJI0RHJRKOH,0,Approved,Fri Feb 15 01:21:49 PST 2019,Thu Feb 14 08:39:21 PST 2019,Thu Feb 14 08:41:49 PST 2019,Fri Feb 15 01:22:20 PST 2019,,,,,[],2.2847166666666667
0,TV,masculine,furniture,8,short,soft,size,0.5,texture,correct,levantine,correct,no,,0,Male,24,arabic-arabic,NICE,1,intermediate,NA,incorrect,1,Windows,768,1366,Chrome,3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:16 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:16 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3KIBXJ1WD6QBPBXUJTEZJI0RHJRKOH,0,Approved,Fri Feb 15 01:21:49 PST 2019,Thu Feb 14 08:39:21 PST 2019,Thu Feb 14 08:41:49 PST 2019,Fri Feb 15 01:22:20 PST 2019,,,,,[],2.2847166666666667
0,carrot,feminine,food,9,purple,good,color,0.69,quality,correct,levantine,correct,no,,0,Male,24,arabic-arabic,NICE,1,intermediate,NA,incorrect,1,Windows,768,1366,Chrome,3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:16 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:16 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3KIBXJ1WD6QBPBXUJTEZJI0RHJRKOH,0,Approved,Fri Feb 15 01:21:49 PST 2019,Thu Feb 14 08:39:21 PST 2019,Thu Feb 14 08:41:49 PST 2019,Fri Feb 15 01:22:20 PST 2019,,,,,[],2.2847166666666667
0,chair,masculine,furniture,10,green,soft,color,0.68,texture,correct,levantine,correct,no,,0,Male,24,arabic-arabic,NICE,1,intermediate,NA,incorrect,1,Windows,768,1366,Chrome,3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:16 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:16 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3KIBXJ1WD6QBPBXUJTEZJI0RHJRKOH,0,Approved,Fri Feb 15 01:21:49 PST 2019,Thu Feb 14 08:39:21 PST 2019,Thu Feb 14 08:41:49 PST 2019,Fri Feb 15 01:22:20 PST 2019,,,,,[],2.2847166666666667
0,carrot,feminine,food,11,purple,long,color,0.71,size,correct,levantine,correct,no,,0,Male,24,arabic-arabic,NICE,1,intermediate,NA,incorrect,1,Windows,768,1366,Chrome,3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:16 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:16 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3KIBXJ1WD6QBPBXUJTEZJI0RHJRKOH,0,Approved,Fri Feb 15 01:21:49 PST 2019,Thu Feb 14 08:39:21 PST 2019,Thu Feb 14 08:41:49 PST 2019,Fri Feb 15 01:22:20 PST 2019,,,,,[],2.2847166666666667
0,chair,masculine,furniture,12,hard,round,texture,0.74,shape,correct,levantine,correct,no,,0,Male,24,arabic-arabic,NICE,1,intermediate,NA,incorrect,1,Windows,768,1366,Chrome,3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:16 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:16 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3KIBXJ1WD6QBPBXUJTEZJI0RHJRKOH,0,Approved,Fri Feb 15 01:21:49 PST 2019,Thu Feb 14 08:39:21 PST 2019,Thu Feb 14 08:41:49 PST 2019,Fri Feb 15 01:22:20 PST 2019,,,,,[],2.2847166666666667
0,apple,feminine,food,13,old,bad,age,0.58,quality,correct,levantine,correct,no,,0,Male,24,arabic-arabic,NICE,1,intermediate,NA,incorrect,1,Windows,768,1366,Chrome,3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:16 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:16 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3Z56AA6EK4VD39T0D70JSCAGDXEM6C,3KIBXJ1WD6QBPBXUJTEZJI0RHJRKOH,0,Approved,Fri Feb 15 01:21:49 PST 2019,Thu Feb 14 08:39:21 PST 2019,Thu Feb 14 08:41:49 PST 2019,Fri Feb 15 01:22:20 PST 2019,,,,,[],2.2847166666666667
