workerid,noun,gender,nounclass,slide_number,predicate2,predicate1,class2,response,class1,test1,dialect,test3,lived,language,enjoyment,gender,age,describe,comments,years,proficiency,asses,test2,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,cheese,masculine,food,3,red,plastic,color,0.54,material,incorrect,moroccan,incorrect,before,ENGLISH,1,Female,FEMALKE,arabic-english,28,1-5,advanced,Yes,correct,3,Windows,1024,1280,Chrome,3FULMHZ7OUSZOMPMUJ74VEQ2H68M4R,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:03 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:03 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3FULMHZ7OUSZOMPMUJ74VEQ2H68M4R,31Q0U3WYDQB2Y4J9UXRF3HIXIQR71P,0,Approved,Fri Feb 15 08:56:52 PST 2019,Thu Feb 14 16:15:22 PST 2019,Thu Feb 14 16:16:52 PST 2019,Fri Feb 15 08:57:25 PST 2019,,,,,[],1.3882833333333333
0,TV,masculine,furniture,4,wooden,long,material,0.72,size,incorrect,moroccan,incorrect,before,ENGLISH,1,Female,FEMALKE,arabic-english,28,1-5,advanced,Yes,correct,3,Windows,1024,1280,Chrome,3FULMHZ7OUSZOMPMUJ74VEQ2H68M4R,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:03 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:03 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3FULMHZ7OUSZOMPMUJ74VEQ2H68M4R,31Q0U3WYDQB2Y4J9UXRF3HIXIQR71P,0,Approved,Fri Feb 15 08:56:52 PST 2019,Thu Feb 14 16:15:22 PST 2019,Thu Feb 14 16:16:52 PST 2019,Fri Feb 15 08:57:25 PST 2019,,,,,[],1.3882833333333333
0,banana,feminine,food,5,big,brown,size,0.28,color,incorrect,moroccan,incorrect,before,ENGLISH,1,Female,FEMALKE,arabic-english,28,1-5,advanced,Yes,correct,3,Windows,1024,1280,Chrome,3FULMHZ7OUSZOMPMUJ74VEQ2H68M4R,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:03 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:03 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3FULMHZ7OUSZOMPMUJ74VEQ2H68M4R,31Q0U3WYDQB2Y4J9UXRF3HIXIQR71P,0,Approved,Fri Feb 15 08:56:52 PST 2019,Thu Feb 14 16:15:22 PST 2019,Thu Feb 14 16:16:52 PST 2019,Fri Feb 15 08:57:25 PST 2019,,,,,[],1.3882833333333333
0,couch,feminine,furniture,6,big,blue,size,0.58,color,incorrect,moroccan,incorrect,before,ENGLISH,1,Female,FEMALKE,arabic-english,28,1-5,advanced,Yes,correct,3,Windows,1024,1280,Chrome,3FULMHZ7OUSZOMPMUJ74VEQ2H68M4R,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:03 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:03 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3FULMHZ7OUSZOMPMUJ74VEQ2H68M4R,31Q0U3WYDQB2Y4J9UXRF3HIXIQR71P,0,Approved,Fri Feb 15 08:56:52 PST 2019,Thu Feb 14 16:15:22 PST 2019,Thu Feb 14 16:16:52 PST 2019,Fri Feb 15 08:57:25 PST 2019,,,,,[],1.3882833333333333
0,TV,masculine,furniture,7,smooth,new,texture,0.32,age,incorrect,moroccan,incorrect,before,ENGLISH,1,Female,FEMALKE,arabic-english,28,1-5,advanced,Yes,correct,3,Windows,1024,1280,Chrome,3FULMHZ7OUSZOMPMUJ74VEQ2H68M4R,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:03 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:03 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3FULMHZ7OUSZOMPMUJ74VEQ2H68M4R,31Q0U3WYDQB2Y4J9UXRF3HIXIQR71P,0,Approved,Fri Feb 15 08:56:52 PST 2019,Thu Feb 14 16:15:22 PST 2019,Thu Feb 14 16:16:52 PST 2019,Fri Feb 15 08:57:25 PST 2019,,,,,[],1.3882833333333333
0,desk,masculine,furniture,8,round,metal,shape,0.74,material,incorrect,moroccan,incorrect,before,ENGLISH,1,Female,FEMALKE,arabic-english,28,1-5,advanced,Yes,correct,3,Windows,1024,1280,Chrome,3FULMHZ7OUSZOMPMUJ74VEQ2H68M4R,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:03 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:03 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3FULMHZ7OUSZOMPMUJ74VEQ2H68M4R,31Q0U3WYDQB2Y4J9UXRF3HIXIQR71P,0,Approved,Fri Feb 15 08:56:52 PST 2019,Thu Feb 14 16:15:22 PST 2019,Thu Feb 14 16:16:52 PST 2019,Fri Feb 15 08:57:25 PST 2019,,,,,[],1.3882833333333333
0,TV,masculine,furniture,9,new,red,age,0.34,color,incorrect,moroccan,incorrect,before,ENGLISH,1,Female,FEMALKE,arabic-english,28,1-5,advanced,Yes,correct,3,Windows,1024,1280,Chrome,3FULMHZ7OUSZOMPMUJ74VEQ2H68M4R,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:03 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:03 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3FULMHZ7OUSZOMPMUJ74VEQ2H68M4R,31Q0U3WYDQB2Y4J9UXRF3HIXIQR71P,0,Approved,Fri Feb 15 08:56:52 PST 2019,Thu Feb 14 16:15:22 PST 2019,Thu Feb 14 16:16:52 PST 2019,Fri Feb 15 08:57:25 PST 2019,,,,,[],1.3882833333333333
0,carrot,feminine,food,10,blue,metal,color,0.66,material,incorrect,moroccan,incorrect,before,ENGLISH,1,Female,FEMALKE,arabic-english,28,1-5,advanced,Yes,correct,3,Windows,1024,1280,Chrome,3FULMHZ7OUSZOMPMUJ74VEQ2H68M4R,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:03 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:03 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3FULMHZ7OUSZOMPMUJ74VEQ2H68M4R,31Q0U3WYDQB2Y4J9UXRF3HIXIQR71P,0,Approved,Fri Feb 15 08:56:52 PST 2019,Thu Feb 14 16:15:22 PST 2019,Thu Feb 14 16:16:52 PST 2019,Fri Feb 15 08:57:25 PST 2019,,,,,[],1.3882833333333333
0,carrot,feminine,food,11,long,wooden,size,0.48,material,incorrect,moroccan,incorrect,before,ENGLISH,1,Female,FEMALKE,arabic-english,28,1-5,advanced,Yes,correct,3,Windows,1024,1280,Chrome,3FULMHZ7OUSZOMPMUJ74VEQ2H68M4R,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:03 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:03 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3FULMHZ7OUSZOMPMUJ74VEQ2H68M4R,31Q0U3WYDQB2Y4J9UXRF3HIXIQR71P,0,Approved,Fri Feb 15 08:56:52 PST 2019,Thu Feb 14 16:15:22 PST 2019,Thu Feb 14 16:16:52 PST 2019,Fri Feb 15 08:57:25 PST 2019,,,,,[],1.3882833333333333
0,banana,feminine,food,12,square,fresh,shape,0.77,age,incorrect,moroccan,incorrect,before,ENGLISH,1,Female,FEMALKE,arabic-english,28,1-5,advanced,Yes,correct,3,Windows,1024,1280,Chrome,3FULMHZ7OUSZOMPMUJ74VEQ2H68M4R,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:03 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:03 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3FULMHZ7OUSZOMPMUJ74VEQ2H68M4R,31Q0U3WYDQB2Y4J9UXRF3HIXIQR71P,0,Approved,Fri Feb 15 08:56:52 PST 2019,Thu Feb 14 16:15:22 PST 2019,Thu Feb 14 16:16:52 PST 2019,Fri Feb 15 08:57:25 PST 2019,,,,,[],1.3882833333333333
