workerid,noun,gender,nounclass,slide_number,predicate2,predicate1,class2,response,class1,test1,dialect,test3,lived,language,enjoyment,gender,age,describe,comments,years,proficiency,asses,test2,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,couch,feminine,furniture,3,square,purple,shape,0.86,color,incorrect,saudi,incorrect,before,tamil,1,Female,25,english-arabic,,1-5,intermediate,Confused,incorrect,2,Windows,768,1366,Chrome,3MWOYZD5WVJ9AXK4P41DMRL73NION3,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:55 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:55 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3MWOYZD5WVJ9AXK4P41DMRL73NION3,38SKSKU7R2TCDV496YDVELHKUBYILQ,0,Approved,Fri Feb 15 01:37:44 PST 2019,Thu Feb 14 08:44:21 PST 2019,Thu Feb 14 08:57:44 PST 2019,Fri Feb 15 01:38:20 PST 2019,,,,,[],10.021583333333334
0,fan,feminine,furniture,4,red,short,color,0.85,size,incorrect,saudi,incorrect,before,tamil,1,Female,25,english-arabic,,1-5,intermediate,Confused,incorrect,2,Windows,768,1366,Chrome,3MWOYZD5WVJ9AXK4P41DMRL73NION3,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:55 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:55 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3MWOYZD5WVJ9AXK4P41DMRL73NION3,38SKSKU7R2TCDV496YDVELHKUBYILQ,0,Approved,Fri Feb 15 01:37:44 PST 2019,Thu Feb 14 08:44:21 PST 2019,Thu Feb 14 08:57:44 PST 2019,Fri Feb 15 01:38:20 PST 2019,,,,,[],10.021583333333334
0,TV,masculine,furniture,5,rotten,big,age,0.11,size,incorrect,saudi,incorrect,before,tamil,1,Female,25,english-arabic,,1-5,intermediate,Confused,incorrect,2,Windows,768,1366,Chrome,3MWOYZD5WVJ9AXK4P41DMRL73NION3,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:55 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:55 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3MWOYZD5WVJ9AXK4P41DMRL73NION3,38SKSKU7R2TCDV496YDVELHKUBYILQ,0,Approved,Fri Feb 15 01:37:44 PST 2019,Thu Feb 14 08:44:21 PST 2019,Thu Feb 14 08:57:44 PST 2019,Fri Feb 15 01:38:20 PST 2019,,,,,[],10.021583333333334
0,TV,masculine,furniture,6,round,bad,shape,0.83,quality,incorrect,saudi,incorrect,before,tamil,1,Female,25,english-arabic,,1-5,intermediate,Confused,incorrect,2,Windows,768,1366,Chrome,3MWOYZD5WVJ9AXK4P41DMRL73NION3,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:55 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:55 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3MWOYZD5WVJ9AXK4P41DMRL73NION3,38SKSKU7R2TCDV496YDVELHKUBYILQ,0,Approved,Fri Feb 15 01:37:44 PST 2019,Thu Feb 14 08:44:21 PST 2019,Thu Feb 14 08:57:44 PST 2019,Fri Feb 15 01:38:20 PST 2019,,,,,[],10.021583333333334
0,couch,feminine,furniture,7,big,purple,size,0.51,color,incorrect,saudi,incorrect,before,tamil,1,Female,25,english-arabic,,1-5,intermediate,Confused,incorrect,2,Windows,768,1366,Chrome,3MWOYZD5WVJ9AXK4P41DMRL73NION3,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:55 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:55 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3MWOYZD5WVJ9AXK4P41DMRL73NION3,38SKSKU7R2TCDV496YDVELHKUBYILQ,0,Approved,Fri Feb 15 01:37:44 PST 2019,Thu Feb 14 08:44:21 PST 2019,Thu Feb 14 08:57:44 PST 2019,Fri Feb 15 01:38:20 PST 2019,,,,,[],10.021583333333334
0,fan,feminine,furniture,8,brown,round,color,0.69,shape,incorrect,saudi,incorrect,before,tamil,1,Female,25,english-arabic,,1-5,intermediate,Confused,incorrect,2,Windows,768,1366,Chrome,3MWOYZD5WVJ9AXK4P41DMRL73NION3,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:55 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:55 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3MWOYZD5WVJ9AXK4P41DMRL73NION3,38SKSKU7R2TCDV496YDVELHKUBYILQ,0,Approved,Fri Feb 15 01:37:44 PST 2019,Thu Feb 14 08:44:21 PST 2019,Thu Feb 14 08:57:44 PST 2019,Fri Feb 15 01:38:20 PST 2019,,,,,[],10.021583333333334
0,apple,feminine,food,9,new,brown,age,0.83,color,incorrect,saudi,incorrect,before,tamil,1,Female,25,english-arabic,,1-5,intermediate,Confused,incorrect,2,Windows,768,1366,Chrome,3MWOYZD5WVJ9AXK4P41DMRL73NION3,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:55 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:55 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3MWOYZD5WVJ9AXK4P41DMRL73NION3,38SKSKU7R2TCDV496YDVELHKUBYILQ,0,Approved,Fri Feb 15 01:37:44 PST 2019,Thu Feb 14 08:44:21 PST 2019,Thu Feb 14 08:57:44 PST 2019,Fri Feb 15 01:38:20 PST 2019,,,,,[],10.021583333333334
0,carrot,feminine,food,10,short,green,size,0.76,color,incorrect,saudi,incorrect,before,tamil,1,Female,25,english-arabic,,1-5,intermediate,Confused,incorrect,2,Windows,768,1366,Chrome,3MWOYZD5WVJ9AXK4P41DMRL73NION3,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:55 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:55 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3MWOYZD5WVJ9AXK4P41DMRL73NION3,38SKSKU7R2TCDV496YDVELHKUBYILQ,0,Approved,Fri Feb 15 01:37:44 PST 2019,Thu Feb 14 08:44:21 PST 2019,Thu Feb 14 08:57:44 PST 2019,Fri Feb 15 01:38:20 PST 2019,,,,,[],10.021583333333334
0,chair,masculine,furniture,11,hard,short,texture,0.85,size,incorrect,saudi,incorrect,before,tamil,1,Female,25,english-arabic,,1-5,intermediate,Confused,incorrect,2,Windows,768,1366,Chrome,3MWOYZD5WVJ9AXK4P41DMRL73NION3,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:55 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:55 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3MWOYZD5WVJ9AXK4P41DMRL73NION3,38SKSKU7R2TCDV496YDVELHKUBYILQ,0,Approved,Fri Feb 15 01:37:44 PST 2019,Thu Feb 14 08:44:21 PST 2019,Thu Feb 14 08:57:44 PST 2019,Fri Feb 15 01:38:20 PST 2019,,,,,[],10.021583333333334
0,chair,masculine,furniture,12,huge,brown,size,0.83,color,incorrect,saudi,incorrect,before,tamil,1,Female,25,english-arabic,,1-5,intermediate,Confused,incorrect,2,Windows,768,1366,Chrome,3MWOYZD5WVJ9AXK4P41DMRL73NION3,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:55 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:55 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3MWOYZD5WVJ9AXK4P41DMRL73NION3,38SKSKU7R2TCDV496YDVELHKUBYILQ,0,Approved,Fri Feb 15 01:37:44 PST 2019,Thu Feb 14 08:44:21 PST 2019,Thu Feb 14 08:57:44 PST 2019,Fri Feb 15 01:38:20 PST 2019,,,,,[],10.021583333333334
