workerid,noun,gender,nounclass,slide_number,predicate2,predicate1,class2,response,class1,test1,dialect,test3,lived,language,enjoyment,gender,age,describe,comments,years,proficiency,asses,test2,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,couch,feminine,furniture,3,old,red,age,0.06,color,correct,egyptian,correct,both,عربيه,2,Female,28,arabic-arabic,,5+,intermediate,Yes,correct,3,Linux,740,360,Chrome,3QGHA0EA0JVFEX49D0NECQYZP03WBY,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:24 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:24 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3QGHA0EA0JVFEX49D0NECQYZP03WBY,3C44YUNSI2LLW53L6C5R45AR7FQDPE,0,Approved,Fri Feb 15 01:21:06 PST 2019,Thu Feb 14 08:32:44 PST 2019,Thu Feb 14 08:41:06 PST 2019,Fri Feb 15 01:21:20 PST 2019,,,,,[],8.255816666666666
0,cheese,masculine,food,4,small,smooth,size,1,texture,correct,egyptian,correct,both,عربيه,2,Female,28,arabic-arabic,,5+,intermediate,Yes,correct,3,Linux,740,360,Chrome,3QGHA0EA0JVFEX49D0NECQYZP03WBY,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:24 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:24 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3QGHA0EA0JVFEX49D0NECQYZP03WBY,3C44YUNSI2LLW53L6C5R45AR7FQDPE,0,Approved,Fri Feb 15 01:21:06 PST 2019,Thu Feb 14 08:32:44 PST 2019,Thu Feb 14 08:41:06 PST 2019,Fri Feb 15 01:21:20 PST 2019,,,,,[],8.255816666666666
0,cheese,masculine,food,5,fresh,good,age,0.02,quality,correct,egyptian,correct,both,عربيه,2,Female,28,arabic-arabic,,5+,intermediate,Yes,correct,3,Linux,740,360,Chrome,3QGHA0EA0JVFEX49D0NECQYZP03WBY,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:24 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:24 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3QGHA0EA0JVFEX49D0NECQYZP03WBY,3C44YUNSI2LLW53L6C5R45AR7FQDPE,0,Approved,Fri Feb 15 01:21:06 PST 2019,Thu Feb 14 08:32:44 PST 2019,Thu Feb 14 08:41:06 PST 2019,Fri Feb 15 01:21:20 PST 2019,,,,,[],8.255816666666666
0,TV,masculine,furniture,6,yellow,old,color,0.03,age,correct,egyptian,correct,both,عربيه,2,Female,28,arabic-arabic,,5+,intermediate,Yes,correct,3,Linux,740,360,Chrome,3QGHA0EA0JVFEX49D0NECQYZP03WBY,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:24 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:24 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3QGHA0EA0JVFEX49D0NECQYZP03WBY,3C44YUNSI2LLW53L6C5R45AR7FQDPE,0,Approved,Fri Feb 15 01:21:06 PST 2019,Thu Feb 14 08:32:44 PST 2019,Thu Feb 14 08:41:06 PST 2019,Fri Feb 15 01:21:20 PST 2019,,,,,[],8.255816666666666
0,tomato,feminine,food,7,big,wooden,size,0,material,correct,egyptian,correct,both,عربيه,2,Female,28,arabic-arabic,,5+,intermediate,Yes,correct,3,Linux,740,360,Chrome,3QGHA0EA0JVFEX49D0NECQYZP03WBY,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:24 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:24 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3QGHA0EA0JVFEX49D0NECQYZP03WBY,3C44YUNSI2LLW53L6C5R45AR7FQDPE,0,Approved,Fri Feb 15 01:21:06 PST 2019,Thu Feb 14 08:32:44 PST 2019,Thu Feb 14 08:41:06 PST 2019,Fri Feb 15 01:21:20 PST 2019,,,,,[],8.255816666666666
0,desk,masculine,furniture,8,bad,metal,quality,0.04,material,correct,egyptian,correct,both,عربيه,2,Female,28,arabic-arabic,,5+,intermediate,Yes,correct,3,Linux,740,360,Chrome,3QGHA0EA0JVFEX49D0NECQYZP03WBY,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:24 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:24 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3QGHA0EA0JVFEX49D0NECQYZP03WBY,3C44YUNSI2LLW53L6C5R45AR7FQDPE,0,Approved,Fri Feb 15 01:21:06 PST 2019,Thu Feb 14 08:32:44 PST 2019,Thu Feb 14 08:41:06 PST 2019,Fri Feb 15 01:21:20 PST 2019,,,,,[],8.255816666666666
0,cheese,masculine,food,9,short,hard,size,0.97,texture,correct,egyptian,correct,both,عربيه,2,Female,28,arabic-arabic,,5+,intermediate,Yes,correct,3,Linux,740,360,Chrome,3QGHA0EA0JVFEX49D0NECQYZP03WBY,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:24 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:24 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3QGHA0EA0JVFEX49D0NECQYZP03WBY,3C44YUNSI2LLW53L6C5R45AR7FQDPE,0,Approved,Fri Feb 15 01:21:06 PST 2019,Thu Feb 14 08:32:44 PST 2019,Thu Feb 14 08:41:06 PST 2019,Fri Feb 15 01:21:20 PST 2019,,,,,[],8.255816666666666
0,desk,masculine,furniture,10,purple,good,color,0.03,quality,correct,egyptian,correct,both,عربيه,2,Female,28,arabic-arabic,,5+,intermediate,Yes,correct,3,Linux,740,360,Chrome,3QGHA0EA0JVFEX49D0NECQYZP03WBY,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:24 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:24 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3QGHA0EA0JVFEX49D0NECQYZP03WBY,3C44YUNSI2LLW53L6C5R45AR7FQDPE,0,Approved,Fri Feb 15 01:21:06 PST 2019,Thu Feb 14 08:32:44 PST 2019,Thu Feb 14 08:41:06 PST 2019,Fri Feb 15 01:21:20 PST 2019,,,,,[],8.255816666666666
0,TV,masculine,furniture,11,new,short,age,0.99,size,correct,egyptian,correct,both,عربيه,2,Female,28,arabic-arabic,,5+,intermediate,Yes,correct,3,Linux,740,360,Chrome,3QGHA0EA0JVFEX49D0NECQYZP03WBY,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:24 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:24 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3QGHA0EA0JVFEX49D0NECQYZP03WBY,3C44YUNSI2LLW53L6C5R45AR7FQDPE,0,Approved,Fri Feb 15 01:21:06 PST 2019,Thu Feb 14 08:32:44 PST 2019,Thu Feb 14 08:41:06 PST 2019,Fri Feb 15 01:21:20 PST 2019,,,,,[],8.255816666666666
0,carrot,feminine,food,12,brown,good,color,0.04,quality,correct,egyptian,correct,both,عربيه,2,Female,28,arabic-arabic,,5+,intermediate,Yes,correct,3,Linux,740,360,Chrome,3QGHA0EA0JVFEX49D0NECQYZP03WBY,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:28:24 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:28:24 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3QGHA0EA0JVFEX49D0NECQYZP03WBY,3C44YUNSI2LLW53L6C5R45AR7FQDPE,0,Approved,Fri Feb 15 01:21:06 PST 2019,Thu Feb 14 08:32:44 PST 2019,Thu Feb 14 08:41:06 PST 2019,Fri Feb 15 01:21:20 PST 2019,,,,,[],8.255816666666666
